-25.43722915	-49.26710212
-23.56449192	-46.65301495
-23.58720582	-46.67346882
-23.58961987	-46.63391709
-19.63402152	-43.96218752
-23.6259469296	-46.6599404868
-23.5902295333	-46.6806598333
-23.6292306809	-46.7025697231
-13.01292252	-38.48272597
-23.62266337	-46.69912981
-2.797749213	-40.517769731
-32.99483955	-71.5481990833
-33.42150682	-70.61107593
-48.2246696949	-176.30859375
10.2995248	-85.8399363
-3.784777937	-73.30284611
-3.74805819	-73.24433153
-34.0381148833	-53.5429645
-34.9130448333	-56.16441425
-34.89606645	-56.1750171
-34.9125265667	-56.16464055
-34.9130680698	-56.1710357666
-34.9130680698	-56.1710357666
-34.89606645	-56.1750171
-34.9239706833	-56.1583542667
-34.9130680698	-56.1710357666
-34.9130680698	-56.1710357666
-34.9134307	-56.1621401833
-34.9130680698	-56.1710357666
-34.5893653	-58.430814633
-34.56410968	-58.41979664
-25.731982	-54.478375
-26.68227	-54.20172
-25.680084143	-54.44528313
-25.68508404	-54.4456731
-25.68513	-54.44272
-25.68513	-54.44272
-25.680084143	-54.44528313
-26.24831	-53.64383
-26.33875	-54.18338
-26.27692	-53.6752
-25.731982	-54.478375
-34.56410968	-58.41979664
-34.5816642606	-58.3939754963
-34.589188	-58.392018
-34.6393606337	-58.3627545834
-34.608594183	-58.372358083
-34.588207317	-58.39371545
-34.587573491	-58.3933317661
-34.589188	-58.392018
-34.8127286731	-58.5398447514
-34.8127286731	-58.5398447514
-34.589005167	-58.433351367
-34.56410968	-58.41979664
-25.731982	-54.478375
-25.680084143	-54.44528313
-25.731982	-54.478375
-34.56410968	-58.41979664
-34.56410968	-58.41979664
-34.5816642606	-58.3939754963
-34.589188	-58.392018
-34.6393606337	-58.3627545834
-34.62059045	-58.37171775
-34.609774767	-58.39173935
-34.608168599	-58.3701574802
-34.608594183	-58.372358083
-34.588207317	-58.39371545
-34.587573491	-58.3933317661
-34.589188	-58.392018
-34.8127286731	-58.5398447514
-34.596106752	-58.395652119
-34.596106752	-58.395652119
-34.596106752	-58.395652119
-34.596106752	-58.395652119
-34.587573491	-58.3933317661
-34.6357326131	-58.3645892143
-34.596106752	-58.395652119
-34.8127286731	-58.5398447514
-34.89884394	-54.81300461
-34.8655565167	-55.1403567333
-34.80948644	-55.89554971
-34.56410968	-58.41979664
-34.8127286731	-58.5398447514
-34.60473597	-58.36527425
-34.58867788	-58.3864808
-34.58456254	-58.43401855
-34.60190582	-58.37960916
-34.8127286731	-58.5398447514
-33.3968731596	-70.7956409454
-33.409518	-70.60214406
-33.62837255	-70.5293439
-33.4145593	-70.59897834
-33.4145977852	-70.5974471569
-33.409518	-70.60214406
-33.409518	-70.60214406
-33.3938992957	-70.7931518555
-17.559509867	-149.610648117
-16.5390751236	-151.7273497581
-17.559509867	-149.610648117
-17.536129082	-149.568706577
-17.54055195	-149.56846575
-17.5407568911	-149.5683807135
-17.5401967991	-149.5671844482
-17.5388372261	-149.5673829317
-17.497086887	-149.912696318
-17.5070945917	-149.8221471906
-17.536129082	-149.568706577
-17.54055195	-149.56846575
-17.5407568911	-149.5683807135
